step	f1
0	0.15384936332702637
1	0.15384936332702637
2	0.15384936332702637
3	0.15384936332702637
4	0.15384936332702637
5	0.15384936332702637
6	0.15384936332702637
7	0.15384936332702637
8	0.15384936332702637
9	0.15384936332702637
10	0.15384936332702637
11	0.15396088361740112
12	0.1545463353395462
13	0.1562608927488327
14	0.1586584746837616
15	0.16157181560993195
16	0.1642063558101654
17	0.16679909825325012
18	0.16886211931705475
19	0.1706881821155548
20	0.17188698053359985
21	0.17303001880645752
22	0.17368516325950623
23	0.17456334829330444
24	0.17526032030582428
25	0.17615243792533875
26	0.17754638195037842
27	0.17926093935966492
28	0.18203487992286682
29	0.18528276681900024
30	0.1895342767238617
31	0.19384156167507172
32	0.19890157878398895
33	0.20497916638851166
34	0.21093128621578217
35	0.21693918108940125
36	0.22308646142482758
37	0.2290107160806656
38	0.23499073088169098
39	0.24253195524215698
40	0.2525683343410492
41	0.2633853256702423
42	0.273937463760376
43	0.28511688113212585
44	0.29434478282928467
45	0.3016211688518524
46	0.30995693802833557
47	0.31818118691444397
48	0.32565271854400635
49	0.3337375819683075
50	0.3415854573249817
51	0.3501582145690918
52	0.35839641094207764
53	0.3670109808444977
54	0.375277042388916
55	0.38361281156539917
56	0.3915303945541382
57	0.4003819525241852
58	0.4086062014102936
59	0.41227227449417114
60	0.4115474224090576
61	0.4078674018383026
62	0.40753287076950073
63	0.40850862860679626
64	0.40972134470939636
65	0.4121607542037964
66	0.4160498380661011
67	0.4192140996456146
68	0.42275470495224
69	0.42629531025886536
70	0.43090927600860596
71	0.4353698790073395
72	0.4402626156806946
73	0.4446674883365631
74	0.44985294342041016
75	0.4550105333328247
76	0.4601123631000519
77	0.4655626714229584
78	0.4701208472251892
79	0.4753481447696686
80	0.48169058561325073
81	0.48774027824401855
82	0.4939572513103485
83	0.49917060136795044
84	0.5041469931602478
85	0.5091233253479004
86	0.5143227577209473
87	0.5192433595657349
88	0.5236621499061584
89	0.5281367301940918
90	0.5323882699012756
91	0.5367652177810669
92	0.5411840081214905
93	0.5449197888374329
94	0.5489482879638672
95	0.5530325174331665
96	0.5563501119613647
97	0.5586082935333252
98	0.5609779953956604
99	0.5638076663017273
100	0.566693127155304
101	0.5690070986747742
102	0.5708191990852356
103	0.5735931396484375
104	0.5759907364845276
105	0.5774543881416321
106	0.5784301161766052
107	0.5799077153205872
108	0.5815525650978088
109	0.5829465389251709
110	0.5838107466697693
111	0.5852604508399963
112	0.5865568518638611
113	0.5879786610603333
114	0.5893168449401855
115	0.590390145778656
116	0.5910592675209045
117	0.592522919178009
118	0.5929411053657532
119	0.5936101675033569
120	0.5947811007499695
121	0.5952550172805786
122	0.5962586402893066
123	0.5970392823219299
124	0.5975131988525391
125	0.5991441011428833
126	0.5993950366973877
127	0.6000640988349915
128	0.6011374592781067
129	0.6018065214157104
130	0.6026986837387085
131	0.6035350561141968
132	0.6042459607124329
133	0.6049289703369141
134	0.6060441136360168
135	0.607145369052887
136	0.6080514192581177
137	0.6088320016860962
138	0.609598696231842
139	0.6107974648475647
140	0.6112156510353088
141	0.6124283671379089
142	0.6134459376335144
143	0.6138920187950134
144	0.6149374842643738
145	0.6154671907424927
146	0.6168889999389648
147	0.6178368926048279
148	0.6188823580741882
149	0.6201786994934082
150	0.6210708022117615
151	0.622186005115509
152	0.6238447427749634
153	0.6244023442268372
154	0.6260750889778137
155	0.6270787119865417
156	0.628207802772522
157	0.6295878291130066
158	0.6306332945823669
159	0.6322223544120789
160	0.6336302161216736
161	0.6345781087875366
162	0.6360138654708862
163	0.6374635696411133
164	0.6384671926498413
165	0.6399447917938232
166	0.6412550806999207
167	0.6427187323570251
168	0.6442381143569946
169	0.6458829641342163
170	0.647235095500946
171	0.648977518081665
172	0.6505805850028992
173	0.6527411937713623
174	0.6547902822494507
175	0.6565605998039246
176	0.6584563255310059
177	0.660115122795105
178	0.6618157625198364
179	0.6636557579040527
180	0.6654260754585266
181	0.6670011878013611
182	0.6682975888252258
183	0.6697612404823303
184	0.6715176105499268
185	0.6734551787376404
186	0.6745703220367432
187	0.6765775680541992
188	0.6779854893684387
189	0.6795467138290405
190	0.6809824705123901
191	0.6825575828552246
192	0.6842861175537109
193	0.6859866976737976
194	0.68724125623703
195	0.6890812516212463
196	0.6912418603897095
197	0.692761242389679
198	0.6945594549179077
199	0.696399450302124
200	0.6978212594985962
201	0.6998703479766846
202	0.7015570402145386
203	0.703369140625
204	0.7050697803497314
205	0.7064776420593262
206	0.7081085443496704
207	0.709934651851654
208	0.7116212844848633
209	0.7125552296638489
210	0.7141443490982056
211	0.7150225043296814
212	0.7162910103797913
213	0.717197060585022
214	0.7183122038841248
215	0.7185491919517517
216	0.7193576693534851
217	0.7192043662071228
218	0.7199152708053589
219	0.7203055620193481
220	0.7215461730957031
221	0.7213091850280762
222	0.7222152352333069
223	0.7220200896263123
224	0.7231770753860474
225	0.7224661707878113
226	0.7235952615737915
227	0.7236231565475464
228	0.7240552306175232
229	0.7245988845825195
230	0.7242922186851501
231	0.7249891757965088
232	0.7249334454536438
233	0.7250728607177734
234	0.7253934144973755
235	0.7256722450256348
236	0.7263413071632385
237	0.7263692021369934
238	0.7266619205474854
239	0.7264110445976257
240	0.7266201376914978
241	0.7269685864448547
242	0.7271776795387268
243	0.7274007201194763
244	0.7277213335037231
245	0.7277352809906006
246	0.7278189063072205
247	0.7277910113334656
248	0.7275540232658386
249	0.7279861569404602
250	0.7277910113334656
251	0.7282091975212097
252	0.7284182906150818
253	0.7283903956413269
254	0.7285855412483215
255	0.7284879684448242
256	0.7291291952133179
257	0.7290176749229431
258	0.7292128205299377
259	0.7291849851608276
260	0.7293382883071899
261	0.7296310067176819
262	0.7296449542045593
263	0.7302165031433105
264	0.7297146320343018
265	0.7303698062896729
266	0.729840099811554
267	0.7306067943572998
268	0.7300631403923035
269	0.7311086058616638
270	0.7302165031433105
271	0.7311086058616638
272	0.7304394841194153
273	0.7314849495887756
274	0.7308298349380493
275	0.73173588514328
276	0.7314292192459106
277	0.7319867610931396
278	0.7316522598266602
279	0.7323771119117737
280	0.7318474054336548
281	0.732474684715271
282	0.7321958541870117
283	0.7325862050056458
284	0.7318613529205322
285	0.7326977252960205
286	0.7321261763572693
287	0.7321261763572693
288	0.732293426990509
289	0.733269214630127
290	0.7337291836738586
291	0.7330322265625
292	0.7332831621170044
293	0.7331855893135071
294	0.733771026134491
295	0.7339522242546082
296	0.7335479855537415
297	0.7341473698616028
298	0.7345237731933594
299	0.7342588901519775
300	0.7345795035362244
301	0.7343843579292297
302	0.7348722219467163
303	0.7348304390907288
304	0.735164999961853
305	0.7349140644073486
306	0.7353461980819702
307	0.735666811466217
308	0.7350673675537109
309	0.735722541809082
310	0.7353322505950928
311	0.7358061671257019
312	0.7356946468353271
313	0.73551344871521
314	0.7359316349029541
315	0.735959529876709
316	0.7356249690055847
317	0.7364892363548279
318	0.7362522482872009
319	0.7362104058265686
320	0.7363637685775757
321	0.7362104058265686
322	0.7366007566452026
323	0.7367680072784424
324	0.7367261648178101
325	0.7371025681495667
326	0.7371025681495667
327	0.737200140953064
328	0.7377437949180603
329	0.7375485897064209
330	0.7381061911582947
331	0.7381619215011597
332	0.7378552556037903
333	0.7380922436714172
334	0.7382873892784119
335	0.7382177114486694
336	0.7378831505775452
337	0.7384268045425415
338	0.7379389405250549
339	0.738942563533783
340	0.7390401363372803
341	0.738649845123291
342	0.7393607497215271
343	0.7393189072608948
344	0.7392631769180298
345	0.7396674156188965
346	0.7395280003547668
347	0.7394862174987793
348	0.7402389049530029
349	0.7397928833961487
350	0.7401831746101379
351	0.7402807474136353
352	0.7402807474136353
353	0.7403783202171326
354	0.7401692271232605
355	0.7407825589179993
356	0.7407965064048767
357	0.7408104538917542
358	0.7409219741821289
359	0.7410473823547363
360	0.7410195469856262
361	0.7413262128829956
362	0.7412704229354858
363	0.7414655685424805
364	0.7418280243873596
365	0.7417443990707397
366	0.741897702217102
367	0.7422043681144714
368	0.7422322630882263
369	0.7420928478240967
370	0.7426783442497253
371	0.7429152727127075
372	0.7428176999092102
373	0.7429850101470947
374	0.7430407404899597
375	0.7431941032409668
376	0.7429571151733398
377	0.7431243658065796
378	0.7431243658065796
379	0.7434589266777039
380	0.7432637810707092
381	0.7433892488479614
382	0.742929220199585
383	0.7424413561820984
384	0.7422879934310913
385	0.7420928478240967
386	0.7425528764724731
387	0.7436122894287109
388	0.7439467906951904
389	0.7430267930030823
390	0.7433195114135742
391	0.743932843208313
392	0.7438352704048157
393	0.7438631653785706
394	0.7438910603523254
395	0.7439886331558228
396	0.7445183396339417
397	0.7440443634986877
398	0.7445322871208191
399	0.7445601224899292
400	0.7448389530181885
401	0.7445880174636841
402	0.7447274327278137
403	0.7447413802146912
404	0.7449086308479309
405	0.7447692155838013
406	0.7446576952934265
407	0.7449504733085632
408	0.7448946833610535
409	0.7450758814811707
410	0.7449922561645508
411	0.7451874017715454
412	0.7455498576164246
413	0.7449783086776733
414	0.7452849745750427
415	0.7457450032234192
416	0.7453407645225525
417	0.7456613779067993
418	0.7454243898391724
419	0.7460237741470337
420	0.7459680438041687
421	0.7457728981971741
422	0.7461492419242859
423	0.7462886571884155
424	0.7459819912910461
425	0.7463025450706482
426	0.7463025450706482
427	0.7464698553085327
428	0.7464698553085327
429	0.7464419603347778
430	0.7468322515487671
431	0.7465953230857849
432	0.7468740940093994
433	0.7471528649330139
434	0.746804416179657
435	0.7471389174461365
436	0.7466650009155273
437	0.747124969959259
438	0.7472922801971436
439	0.7469019889831543
440	0.7477104663848877
441	0.7468322515487671
442	0.7475989460945129
443	0.7474316358566284
444	0.7472086548805237
445	0.7473480105400085
446	0.7476965188980103
447	0.74786376953125
448	0.7479752898216248
449	0.7476965188980103
450	0.7478498220443726
451	0.7477801442146301
452	0.7475710511207581
453	0.7485607266426086
454	0.7475431561470032
455	0.7484910488128662
456	0.7479892373085022
457	0.7483377456665039
458	0.7485049962997437
459	0.7485049962997437
460	0.748602569103241
461	0.7485886216163635
462	0.7488256096839905
463	0.7486861944198608
464	0.7490764856338501
465	0.7487977147102356
466	0.7491741180419922
467	0.7490764856338501
468	0.7490904331207275
469	0.7491601705551147
470	0.7491880059242249
471	0.7493553161621094
472	0.7490904331207275
473	0.7495644092559814
474	0.7493274211883545
475	0.7499686479568481
476	0.7492019534111023
477	0.749606192111969
478	0.7493274211883545
479	0.7496201395988464
480	0.7481147050857544
481	0.749104380607605
482	0.7475849986076355
483	0.749606192111969
484	0.7499407529830933
485	0.749104380607605
486	0.7499686479568481
487	0.7493970990180969
488	0.7497037649154663
489	0.7500104308128357
490	0.7497037649154663
491	0.7503310441970825
492	0.7501777410507202
493	0.749843180179596
494	0.7507352828979492
495	0.7498292326927185
496	0.7502334713935852
497	0.7509443759918213
498	0.7502753138542175
499	0.7504425644874573
500	0.7506935000419617
501	0.7509165406227112
502	0.750554084777832
503	0.7504146695137024
504	0.7511953115463257
505	0.7509722709655762
506	0.7508189678192139
507	0.7510698437690735
508	0.7509722709655762
509	0.7514601349830627
510	0.751000165939331
511	0.7511953115463257
512	0.7519201636314392
513	0.7514601349830627
514	0.7515577077865601
515	0.7518643736839294
516	0.7514601349830627
517	0.7518365383148193
518	0.7515716552734375
519	0.7515995502471924
520	0.752031683921814
521	0.7515995502471924
522	0.752087414264679
523	0.7519062161445618
524	0.7517528533935547
525	0.7518643736839294
526	0.7519062161445618
527	0.7517110705375671
528	0.7522268295288086
529	0.7520595788955688
530	0.752589225769043
531	0.752031683921814
532	0.7523244023323059
533	0.7524498701095581
534	0.7522686123847961
535	0.7527146935462952
536	0.7522547245025635
537	0.7524916529655457
538	0.7525056004524231
539	0.7527704834938049
540	0.7527146935462952
541	0.7528122663497925
542	0.7527565360069275
543	0.7528680562973022
544	0.7528820037841797
545	0.7529237866401672
546	0.7528541088104248
547	0.7530632019042969
548	0.7528401613235474
549	0.7529656291007996
550	0.7531189322471619
551	0.7531468272209167
552	0.7530632019042969
553	0.7528541088104248
554	0.7529377341270447
555	0.7527843713760376
556	0.752979576587677
557	0.7526867985725403
558	0.753091037273407
559	0.7528958916664124
560	0.7533559203147888
561	0.7526729106903076
562	0.7534674406051636
563	0.7522825598716736
564	0.7529377341270447
565	0.7521989345550537
566	0.7534255981445312
567	0.752979576587677
568	0.7531468272209167
569	0.7534534931182861
570	0.7532583475112915
571	0.753481388092041
572	0.7530632019042969
573	0.7536904811859131
574	0.7532165050506592
575	0.7532862424850464
576	0.7538020014762878
577	0.7536904811859131
578	0.7536765336990356
579	0.7537601590156555
580	0.7534953355789185
581	0.753829836845398
582	0.753537118434906
583	0.7541922926902771
584	0.7538716793060303
585	0.7535789608955383
586	0.7539274096488953
587	0.7537044286727905
588	0.7536625862121582
589	0.7536625862121582
590	0.7543177604675293
591	0.7537601590156555
592	0.7540528774261475
593	0.7537880539894104
594	0.7538856267929077
595	0.7536207437515259
596	0.7537044286727905
597	0.7536765336990356
598	0.754331648349762
599	0.7535789608955383
600	0.7542619705200195
601	0.753537118434906
602	0.7539413571357727
603	0.754275918006897
604	0.7536207437515259
605	0.7542898654937744
606	0.7536067962646484
607	0.7544292211532593
608	0.7535650134086609
609	0.7541225552558899
610	0.7535510659217834
611	0.7543734908103943
612	0.7541783452033997
613	0.75403892993927
614	0.7545965313911438
615	0.7540947198867798
616	0.7542619705200195
617	0.7543874382972717
618	0.7539134621620178
619	0.7545268535614014
620	0.7538437843322754
621	0.7546244263648987
622	0.7541086673736572
623	0.7543874382972717
624	0.753983199596405
625	0.7547498345375061
626	0.7539134621620178
627	0.7547080516815186
628	0.7538856267929077
629	0.754777729511261
630	0.753774106502533
631	0.7545268535614014
632	0.7536625862121582
633	0.7544431686401367
634	0.753774106502533
635	0.7545686364173889
636	0.7543038129806519
637	0.7544571161270142
638	0.7548335194587708
639	0.7538158893585205
640	0.754721999168396
641	0.7538995742797852
642	0.7550704479217529
643	0.7542898654937744
644	0.7542898654937744
645	0.7548753023147583
646	0.7540110945701599
647	0.7548056244850159
648	0.7543595433235168
649	0.7546244263648987
650	0.7546941041946411
651	0.7540668249130249
652	0.7547637820243835
653	0.7542619705200195
654	0.7547637820243835
655	0.754485011100769
656	0.754485011100769
657	0.7546244263648987
658	0.7545129060745239
659	0.7549589276313782
660	0.7547080516815186
661	0.7546522617340088
662	0.7545546889305115
663	0.7549310922622681
664	0.7545965313911438
665	0.7550704479217529
666	0.7546104788780212
667	0.7551401853561401
668	0.7545965313911438
669	0.7549589276313782
670	0.7544431686401367
671	0.7549868226051331
672	0.7544571161270142
673	0.7548335194587708
674	0.7549031972885132
675	0.7545546889305115
676	0.7549031972885132
677	0.7544989585876465
678	0.755279541015625
679	0.754485011100769
680	0.7554468512535095
681	0.7544013857841492
682	0.7556419968605042
683	0.7543734908103943
684	0.7556001543998718
685	0.7545686364173889
686	0.7555444240570068
687	0.7544989585876465
688	0.7550704479217529
689	0.7548474073410034
690	0.7550286650657654
691	0.7551262378692627
692	0.7547359466552734
693	0.7553492784500122
694	0.7548892498016357
695	0.7558928728103638
696	0.7545965313911438
697	0.7555025815963745
698	0.7548056244850159
699	0.7559486627578735
700	0.7550843954086304
701	0.7556977272033691
702	0.7546801567077637
703	0.7555304765701294
704	0.7553631663322449
705	0.7551401853561401
706	0.755962610244751
707	0.7548195719718933
708	0.7562692761421204
709	0.7548056244850159
710	0.755962610244751
711	0.7548474073410034
712	0.7560043931007385
713	0.7554050087928772
714	0.7554050087928772
