step	precision
0	0.07687065750360489
1	0.07687065750360489
2	0.07687065750360489
3	0.07687065750360489
4	0.07687065750360489
5	0.07687065750360489
6	0.07687065750360489
7	0.07687065750360489
8	0.07687065750360489
9	0.07687065750360489
10	0.07687065750360489
11	0.07687065750360489
12	0.07687065750360489
13	0.07687065750360489
14	0.07687065750360489
15	0.07687065750360489
16	0.07687065750360489
17	0.07687065750360489
18	0.07687065750360489
19	0.07687065750360489
20	0.07687065750360489
21	0.07687065750360489
22	0.07687065750360489
23	0.07687065750360489
24	0.07687065750360489
25	0.07687065750360489
26	0.07687065750360489
27	0.07687065750360489
28	0.07687065750360489
29	0.07687065750360489
30	0.07687065750360489
31	0.07687065750360489
32	0.07687065750360489
33	0.07687065750360489
34	0.07687065750360489
35	0.07687065750360489
36	0.07687065750360489
37	0.07687065750360489
38	0.07687065750360489
39	0.07687065750360489
40	0.07687065750360489
41	0.07687065750360489
42	0.07687065750360489
43	0.07687065750360489
44	0.07687065750360489
45	0.07687065750360489
46	0.07687065750360489
47	0.07687065750360489
48	0.07687065750360489
49	0.07687065750360489
50	0.07714324444532394
51	0.07782472670078278
52	0.0835491344332695
53	0.09513425081968307
54	0.11639634519815445
55	0.1486983746290207
56	0.18399891257286072
57	0.22093498706817627
58	0.2511925995349884
59	0.26659396290779114
60	0.2781790792942047
61	0.2826768457889557
62	0.28294944763183594
63	0.2839035093784332
64	0.28540274500846863
65	0.2893553078174591
66	0.29358047246932983
67	0.29766935110092163
68	0.3014856278896332
69	0.30734631419181824
70	0.31293442845344543
71	0.31865885853767395
72	0.3208395838737488
73	0.32383808493614197
74	0.326427698135376
75	0.3320158123970032
76	0.3377402126789093
77	0.33964836597442627
78	0.3418290913105011
79	0.3444187045097351
80	0.34714460372924805
81	0.3524601459503174
82	0.3565489947795868
83	0.35995638370513916
84	0.3636363744735718
85	0.36758893728256226
86	0.3714052140712738
87	0.37617555260658264
88	0.38080960512161255
89	0.38394439220428467
90	0.38694289326667786
91	0.3911680579185486
92	0.395256906747818
93	0.4002998471260071
94	0.4028894603252411
95	0.4050701856613159
96	0.4060242474079132
97	0.410113126039505
98	0.41243013739585876
99	0.4166553020477295
100	0.4188360273838043
101	0.42060786485671997
102	0.4227886199951172
103	0.42674118280410767
104	0.4305574595928192
105	0.432874470949173
106	0.4339648485183716
107	0.43532779812812805
108	0.43791741132736206
109	0.44200626015663147
110	0.4462314248085022
111	0.45100176334381104
112	0.4548180401325226
113	0.45658987760543823
114	0.4594520926475525
115	0.4651764929294586
116	0.4672209322452545
117	0.471173495054245
118	0.4738994240760803
119	0.47962382435798645
120	0.4823497235774994
121	0.48630231618881226
122	0.4916178286075592
123	0.49638816714286804
124	0.4992503821849823
125	0.5059288740158081
126	0.507973313331604
127	0.5138339996337891
128	0.5171051025390625
129	0.5206487774848938
130	0.524465024471283
131	0.5285539031028748
132	0.5318250060081482
133	0.5360501408576965
134	0.5385034680366516
135	0.5405479073524475
136	0.5439552664756775
137	0.5470901131629944
138	0.5510426759719849
139	0.5555403828620911
140	0.5563581585884094
141	0.5594930052757263
142	0.5639907121658325
143	0.5654900074005127
144	0.5684884786605835
145	0.5736677050590515
146	0.5772113800048828
147	0.5803461670875549
148	0.5856617093086243
149	0.5875698328018188
150	0.5905683636665344
151	0.5947934985160828
152	0.5988823771476746
153	0.6018808484077454
154	0.6044704914093018
155	0.6088319420814514
156	0.6112852692604065
157	0.6144200563430786
158	0.6171459555625916
159	0.621098518371582
160	0.6243696212768555
161	0.62627774477005
162	0.6291399598121643
163	0.630094051361084
164	0.6320021748542786
165	0.6337740421295166
166	0.6364999413490295
167	0.6396347284317017
168	0.6412702798843384
169	0.6433147192001343
170	0.644950270652771
171	0.6450865268707275
172	0.6478124856948853
173	0.650129497051239
174	0.6536731719970703
175	0.6558538675308228
176	0.6585798263549805
177	0.6608968377113342
178	0.6629412770271301
179	0.6659397482872009
180	0.6685293912887573
181	0.6709827184677124
182	0.6722093224525452
183	0.6747989654541016
184	0.676298201084137
185	0.678070068359375
186	0.6803870797157288
187	0.682567834854126
188	0.6846122145652771
189	0.6862477660179138
190	0.6878833174705505
191	0.691154420375824
192	0.6931988596916199
193	0.6952432990074158
194	0.6982417702674866
195	0.7000136375427246
196	0.7012403011322021
197	0.7043750882148743
198	0.7076461911201477
199	0.7114624381065369
200	0.7148698568344116
201	0.7160965204238892
202	0.7184135317802429
203	0.7200490832328796
204	0.7222297787666321
205	0.7234564423561096
206	0.7253645658493042
207	0.7268638610839844
208	0.7293171882629395
209	0.7306801080703735
210	0.7328608632087708
211	0.7334060072898865
212	0.7338148951530457
213	0.7354504466056824
214	0.7374948859214783
215	0.7385852336883545
216	0.739130437374115
217	0.739811897277832
218	0.7414474487304688
219	0.7422652244567871
220	0.7417200207710266
221	0.7415837645530701
222	0.7428104281425476
223	0.7437644600868225
224	0.7440370917320251
225	0.7449911236763
226	0.7451274394989014
227	0.7441733479499817
228	0.7451274394989014
229	0.7456726431846619
230	0.7456726431846619
231	0.7462177872657776
232	0.7463541030883789
233	0.7463541030883789
234	0.7473081350326538
235	0.7471718788146973
236	0.7474444508552551
237	0.747717022895813
238	0.7483985424041748
239	0.7486711144447327
240	0.7486711144447327
241	0.748807430267334
242	0.7493525743484497
243	0.7490800023078918
244	0.7492163181304932
245	0.7496252059936523
246	0.749488890171051
247	0.7496252059936523
248	0.7503066658973694
249	0.7498977780342102
250	0.7508518695831299
251	0.7513970136642456
252	0.7516696453094482
253	0.7519422173500061
254	0.752214789390564
255	0.7524874210357666
256	0.7524874210357666
257	0.7526236772537231
258	0.7524874210357666
259	0.7528963088989258
260	0.7524874210357666
261	0.7523511052131653
262	0.7526236772537231
263	0.7524874210357666
264	0.752214789390564
265	0.7523511052131653
266	0.752214789390564
267	0.7524874210357666
268	0.7531688809394836
269	0.7535777688026428
270	0.7537140250205994
271	0.7541229128837585
272	0.7537140250205994
273	0.7542592287063599
274	0.7545318007469177
275	0.7542592287063599
276	0.7549406886100769
277	0.7550770044326782
278	0.7549406886100769
279	0.7548044323921204
280	0.7548044323921204
281	0.7550770044326782
282	0.7550770044326782
283	0.7552133202552795
284	0.7549406886100769
285	0.7541229128837585
286	0.7542592287063599
287	0.7541229128837585
288	0.7538503408432007
289	0.7541229128837585
290	0.7543955445289612
291	0.7543955445289612
292	0.754668116569519
293	0.7548044323921204
294	0.7552133202552795
295	0.7554858922958374
296	0.7556222081184387
297	0.7560310959815979
298	0.7564399838447571
299	0.7571214437484741
300	0.7568488717079163
301	0.7578029036521912
302	0.7575303316116333
303	0.7578029036521912
304	0.7569851279258728
305	0.7569851279258728
306	0.7572577595710754
307	0.757394015789032
308	0.7576666474342346
309	0.7578029036521912
310	0.7580755352973938
311	0.7580755352973938
312	0.7578029036521912
313	0.7587569952011108
314	0.7588932514190674
315	0.75916588306427
316	0.7590295672416687
317	0.7587569952011108
318	0.7586206793785095
319	0.75916588306427
320	0.7588932514190674
321	0.7587569952011108
322	0.7587569952011108
323	0.7587569952011108
324	0.7594384551048279
325	0.7590295672416687
326	0.7595747709274292
327	0.7595747709274292
328	0.7595747709274292
329	0.7598473429679871
330	0.7602562308311462
331	0.7601199150085449
332	0.7599836587905884
333	0.7598473429679871
334	0.7595747709274292
335	0.7593021392822266
336	0.7594384551048279
337	0.7601199150085449
338	0.7602562308311462
339	0.7603925466537476
340	0.7609376907348633
341	0.7608014345169067
342	0.7609376907348633
343	0.7606651186943054
344	0.7608014345169067
345	0.7612103223800659
346	0.7610740065574646
347	0.7614828944206238
348	0.761891782283783
349	0.7616192102432251
350	0.7616192102432251
351	0.7621643543243408
352	0.7621643543243408
353	0.7621643543243408
354	0.7617554664611816
355	0.7613465785980225
356	0.7620280981063843
357	0.7625732421875
358	0.7624369859695435
