step	precision
4	0.04282600060105324
9	0.04313400015234947
14	0.7007480263710022
19	0.7416639924049377
24	0.7416660189628601
29	0.7430019974708557
34	0.742061972618103
39	0.7419660091400146
44	0.7424100041389465
49	0.742792010307312
54	0.7416139841079712
59	0.7422159910202026
64	0.7419319748878479
69	0.7424160242080688
74	0.7424839735031128
79	0.7416319847106934
84	0.7425500154495239
89	0.7411900162696838
94	0.7419660091400146
99	0.741786003112793
104	0.7416061758995056
109	0.7421280145645142
114	0.7418839931488037
119	0.7417880296707153
124	0.741569995880127
129	0.7432420253753662
134	0.7421820163726807
139	0.7431660294532776
144	0.7464500069618225
149	0.7532860040664673
154	0.7605680227279663
159	0.7615900039672852
164	0.7638099789619446
169	0.7647920250892639
174	0.7681319713592529
179	0.7720659971237183
184	0.7763479948043823
189	0.7796779870986938
194	0.7854999899864197
199	0.7895039916038513
204	0.7956439852714539
209	0.8020581603050232
214	0.8096200227737427
219	0.816756010055542
224	0.8259660005569458
229	0.8399999737739563
234	0.854610025882721
239	0.8635460138320923
244	0.8738960027694702
249	0.8835279941558838
254	0.8915519714355469
259	0.8977339863777161
264	0.90448397397995
269	0.911080002784729
274	0.9163979887962341
279	0.9206399917602539
284	0.9271860122680664
289	0.9310979843139648
294	0.93545001745224
299	0.9408320188522339
304	0.942907989025116
309	0.9446380138397217
314	0.9474607706069946
319	0.9493380188941956
324	0.9514579772949219
329	0.9534279704093933
334	0.9539859890937805
339	0.9569979906082153
344	0.9581680297851562
349	0.9597579836845398
354	0.9617919921875
359	0.9645000100135803
364	0.9669060111045837
369	0.9683020114898682
374	0.9694240093231201
379	0.9715740084648132
384	0.9736800193786621
389	0.9751740097999573
394	0.9770960211753845
399	0.9773820042610168
404	0.9779539704322815
409	0.9792320132255554
414	0.9805160164833069
419	0.9808306097984314
424	0.9815719723701477
429	0.9815959930419922
434	0.9825779795646667
439	0.9829379916191101
444	0.9835600256919861
449	0.9847180247306824
454	0.9853519797325134
459	0.9839659929275513
464	0.9832220077514648
469	0.985073983669281
474	0.9858800172805786
479	0.9864360094070435
484	0.9856659770011902
489	0.985368013381958
494	0.9850959777832031
499	0.9872999787330627
504	0.9883959889411926
509	0.9875720143318176
514	0.9861379861831665
519	0.9877380132675171
524	0.988004744052887
529	0.987529993057251
534	0.9878979921340942
539	0.9882140159606934
544	0.9893720149993896
549	0.9891279935836792
554	0.9878360033035278
559	0.987492024898529
564	0.9883220195770264
569	0.9896119832992554
574	0.9895660281181335
579	0.9897260069847107
584	0.9895200133323669
589	0.9900879859924316
594	0.9899280071258545
599	0.9892939925193787
604	0.9898779988288879
609	0.9910759925842285
614	0.9910359978675842
619	0.9907180070877075
624	0.9892420172691345
629	0.9902531504631042
634	0.9894180297851562
639	0.9905520081520081
644	0.991100013256073
649	0.9902359843254089
654	0.9912059903144836
659	0.9919139742851257
664	0.9922599792480469
669	0.9919180274009705
674	0.9911940097808838
679	0.9903820157051086
684	0.9903720021247864
689	0.9912520051002502
694	0.9920459985733032
699	0.9929440021514893
704	0.9929460287094116
709	0.9917920231819153
714	0.990909993648529
719	0.9917899966239929
724	0.9921860098838806
729	0.9935140013694763
734	0.9946023225784302
739	0.994342029094696
744	0.9927700161933899
749	0.993232011795044
754	0.9932860136032104
759	0.9924520254135132
764	0.9930260181427002
769	0.9935420155525208
774	0.9941740036010742
779	0.994737982749939
784	0.9951120018959045
789	0.9949100017547607
794	0.9945380091667175
799	0.9939479827880859
804	0.9946579933166504
809	0.9948580265045166
814	0.9943900108337402
819	0.9948980212211609
824	0.9952899813652039
829	0.995576024055481
834	0.9957020282745361
839	0.9942888021469116
844	0.9944559931755066
849	0.9944239854812622
854	0.9950460195541382
859	0.9947879910469055
864	0.9952679872512817
869	0.9953979849815369
874	0.9954180121421814
879	0.9956279993057251
884	0.9955379962921143
889	0.9958660006523132
894	0.9956179857254028
899	0.9951900243759155
904	0.9953479766845703
909	0.9955019950866699
914	0.996101975440979
919	0.9959220290184021
924	0.9958080053329468
929	0.9959959983825684
934	0.996649980545044
939	0.9964960217475891
944	0.9965192675590515
949	0.9961079955101013
954	0.9962319731712341
959	0.9960619807243347
964	0.9956499934196472
969	0.9955499768257141
974	0.9959419965744019
979	0.9958940148353577
984	0.995635986328125
989	0.9963619709014893
994	0.9958540201187134
999	0.9962599873542786
1004	0.9966239929199219
1009	0.99686598777771
1014	0.9965059757232666
1019	0.9965760111808777
1024	0.9971140027046204
1029	0.9967060089111328
1034	0.9967259764671326
1039	0.9967259764671326
1044	0.9968000054359436
1049	0.9962778091430664
1054	0.996694028377533
1059	0.9967179894447327
1064	0.9970840215682983
1069	0.9965220093727112
1074	0.994625985622406
1079	0.9957259893417358
1084	0.9971939921379089
1089	0.9975659847259521
1094	0.9975360035896301
1099	0.9971439838409424
1104	0.9956740140914917
1109	0.9955220222473145
1114	0.9969559907913208
1119	0.9970960021018982
1124	0.9973480105400085
1129	0.9973379969596863
1134	0.9967920184135437
1139	0.9963279962539673
1144	0.9964519739151001
1149	0.9958760142326355
1154	0.9966525435447693
1159	0.9972500205039978
1164	0.9976840019226074
1169	0.9977620244026184
1174	0.9975820183753967
1179	0.9977380037307739
1184	0.9974600076675415
1189	0.9974039793014526
1194	0.9973539710044861
1199	0.997156023979187
1204	0.9975460171699524
1209	0.9976080060005188
1214	0.9974179863929749
1219	0.9979079961776733
1224	0.9978600144386292
1229	0.9975540041923523
1234	0.9978160262107849
1239	0.9974380135536194
1244	0.9977560043334961
1249	0.9976999759674072
1254	0.997651994228363
1259	0.9973552227020264
1264	0.9972580075263977
1269	0.9973980188369751
1274	0.9977980256080627
1279	0.9977499842643738
1284	0.9981120228767395
1289	0.9977319836616516
1294	0.9979559779167175
1299	0.9978899955749512
1304	0.9976019859313965
1309	0.9965360164642334
1314	0.9975559711456299
1319	0.9983000159263611
1324	0.9982619881629944
1329	0.9977759718894958
1334	0.9972779750823975
1339	0.997734010219574
1344	0.9967219829559326
1349	0.997626006603241
1354	0.9984279870986938
1359	0.998058021068573
1364	0.9984217882156372
1369	0.9983699917793274
1374	0.9983320236206055
1379	0.9984080195426941
1384	0.9983720183372498
1389	0.9976099729537964
1394	0.9981880187988281
1399	0.9985499978065491
1404	0.9979220032691956
1409	0.9977200031280518
1414	0.998520016670227
1419	0.9985740184783936
1424	0.997868001461029
1429	0.9981380105018616
1434	0.9985920190811157
1439	0.9985899925231934
1444	0.9984679818153381
1449	0.9981399774551392
1454	0.9984480142593384
1459	0.9982699751853943
1464	0.9981520175933838
1469	0.9972615242004395
1474	0.9983819723129272
1479	0.9985920190811157
1484	0.9985039830207825
1489	0.998553991317749
1494	0.9987419843673706
1499	0.9979299902915955
1504	0.9983320236206055
1509	0.9982720017433167
1514	0.998769998550415
1519	0.9986640214920044
1524	0.9986240267753601
1529	0.9985399842262268
1534	0.9986199736595154
1539	0.9985859990119934
1544	0.9986739754676819
1549	0.9983999729156494
1554	0.9979519844055176
1559	0.9988099932670593
1564	0.998773992061615
1569	0.9988399744033813
1574	0.9984650015830994
1579	0.9983159899711609
