step	recall
4	0.5185999870300293
9	0.7444000244140625
14	0.7498666644096375
19	0.737333357334137
24	0.7444666624069214
29	0.7384666800498962
34	0.7355333566665649
39	0.7408000230789185
44	0.7387999892234802
49	0.7433333396911621
54	0.7483333349227905
59	0.7429999709129333
64	0.7369999885559082
69	0.742733359336853
74	0.7411333322525024
79	0.7341333627700806
84	0.7384666800498962
89	0.737933337688446
94	0.7322666645050049
99	0.7389333248138428
104	0.7365333437919617
109	0.7459333539009094
114	0.742733359336853
119	0.7440000176429749
124	0.7468000054359436
129	0.7417333126068115
134	0.7461333274841309
139	0.7441999912261963
144	0.7414000034332275
149	0.753333330154419
154	0.7510666847229004
159	0.7594666481018066
164	0.7628666758537292
169	0.7749999761581421
174	0.7769333124160767
179	0.7940000295639038
184	0.7977333068847656
189	0.8073999881744385
194	0.8253999948501587
199	0.8294666409492493
204	0.837066650390625
209	0.8461333513259888
214	0.8494666814804077
219	0.8656666874885559
224	0.8684666752815247
229	0.8794666528701782
234	0.8804000020027161
239	0.8869333267211914
244	0.8971333503723145
249	0.9002666473388672
254	0.9042666554450989
259	0.9156000018119812
264	0.9121333360671997
269	0.9276666641235352
274	0.925599992275238
279	0.9299333095550537
284	0.9367333054542542
289	0.9378666877746582
294	0.9456666707992554
299	0.9425333142280579
304	0.944266676902771
309	0.9513999819755554
314	0.9479333162307739
319	0.9539333581924438
324	0.9552666544914246
329	0.958133339881897
334	0.9618666768074036
339	0.963866651058197
344	0.9655333161354065
349	0.9642000198364258
354	0.9639333486557007
359	0.9681333303451538
364	0.9671333432197571
369	0.9690666794776917
374	0.9660000205039978
379	0.9697333574295044
384	0.975266695022583
389	0.9690666794776917
394	0.9709333181381226
399	0.9738666415214539
404	0.9729333519935608
409	0.9730666875839233
414	0.9740666747093201
419	0.9740666747093201
424	0.9751333594322205
429	0.9748666882514954
434	0.9766666889190674
439	0.9775999784469604
444	0.977400004863739
449	0.9783999919891357
454	0.9782666563987732
459	0.9789999723434448
464	0.9787999987602234
469	0.9798666834831238
474	0.9782000184059143
479	0.9781333208084106
484	0.9789333343505859
489	0.9826666712760925
494	0.9799333214759827
499	0.9782000184059143
504	0.9789999723434448
509	0.9802666902542114
514	0.9812666773796082
519	0.9805333614349365
524	0.9779333472251892
529	0.9792666435241699
534	0.9815999865531921
539	0.9822666645050049
544	0.9825999736785889
549	0.9855333566665649
554	0.9833999872207642
559	0.9837999939918518
564	0.9833999872207642
569	0.9836000204086304
574	0.9837333559989929
579	0.9815999865531921
584	0.9827333092689514
589	0.9846000075340271
594	0.984666645526886
599	0.9831333160400391
604	0.9838666915893555
609	0.9868000149726868
614	0.9863333106040955
619	0.9822666645050049
624	0.9814000129699707
629	0.9847333431243896
634	0.9836666584014893
639	0.9830666780471802
644	0.9852666854858398
649	0.9861999750137329
654	0.9873999953269958
659	0.9868666529655457
664	0.9833333492279053
669	0.9854000210762024
674	0.986466646194458
679	0.986133337020874
684	0.9869333505630493
689	0.9872666597366333
694	0.9858666658401489
699	0.9874666929244995
704	0.9864000082015991
709	0.9863333106040955
714	0.9861999750137329
719	0.9863333106040955
724	0.9883333444595337
729	0.9878000020980835
734	0.9868000149726868
739	0.987666666507721
744	0.9880666732788086
749	0.9889333248138428
754	0.987333357334137
759	0.9845333099365234
764	0.9860000014305115
769	0.9871333241462708
774	0.9883333444595337
779	0.9876000285148621
784	0.9891999959945679
789	0.9913333058357239
794	0.9896666407585144
799	0.9862666726112366
804	0.9871333241462708
809	0.9893333315849304
814	0.9884666800498962
819	0.9850666522979736
824	0.9880666732788086
829	0.9907333254814148
834	0.9888666868209839
839	0.98826664686203
844	0.98580002784729
849	0.9883333444595337
854	0.9872000217437744
859	0.9885333180427551
864	0.9894000291824341
869	0.9897333383560181
874	0.9886000156402588
879	0.9875333309173584
884	0.986466646194458
889	0.9890000224113464
894	0.9910666942596436
899	0.9896666407585144
904	0.9900000095367432
909	0.9872666597366333
914	0.9865999817848206
919	0.9903333187103271
924	0.9906666874885559
929	0.9922000169754028
934	0.9898666739463806
939	0.990066647529602
944	0.9869999885559082
949	0.9886000156402588
954	0.9883999824523926
959	0.9887333512306213
964	0.9919999837875366
969	0.9902666807174683
974	0.9903333187103271
979	0.991599977016449
984	0.9908000230789185
989	0.9905999898910522
994	0.9883999824523926
999	0.9884666800498962
1004	0.9886000156402588
1009	0.9879999756813049
1014	0.9900000095367432
1019	0.9934666752815247
1024	0.9925333261489868
1029	0.9923999905586243
1034	0.9914666414260864
1039	0.9885333180427551
1044	0.991266667842865
1049	0.9910666942596436
1054	0.9908000230789185
1059	0.9907333254814148
1064	0.9915333390235901
1069	0.9905333518981934
1074	0.9907333254814148
1079	0.9896666407585144
1084	0.9928666949272156
1089	0.9919333457946777
1094	0.9911333322525024
1099	0.9914000034332275
1104	0.9941333532333374
1109	0.9939333200454712
1114	0.9905999898910522
1119	0.9887333512306213
1124	0.990066647529602
1129	0.991599977016449
1134	0.9926000237464905
1139	0.9931333065032959
1144	0.9919999837875366
1149	0.991266667842865
1154	0.9908000230789185
1159	0.9916666746139526
1164	0.9904666543006897
1169	0.9936000108718872
1174	0.9940000176429749
1179	0.9938666820526123
1184	0.9913333058357239
1189	0.9905333518981934
1194	0.987666666507721
1199	0.9908000230789185
1204	0.9919333457946777
1209	0.9921333193778992
1214	0.9944000244140625
1219	0.9942666888237
1224	0.9944000244140625
1229	0.991599977016449
1234	0.9927999973297119
1239	0.9907333254814148
1244	0.9924666881561279
1249	0.9933333396911621
1254	0.9941333532333374
1259	0.9900000095367432
1264	0.9909999966621399
1269	0.993066668510437
1274	0.9943333268165588
1279	0.9946666955947876
1284	0.995199978351593
1289	0.996399998664856
1294	0.9920666813850403
1299	0.9929333329200745
1304	0.9918666481971741
1309	0.9925333261489868
1314	0.990933358669281
1319	0.993399977684021
1324	0.9947333335876465
1329	0.9964666962623596
1334	0.9941333532333374
1339	0.9929333329200745
1344	0.9915333390235901
1349	0.9924666881561279
1354	0.9918000102043152
1359	0.9908666610717773
1364	0.9938666820526123
1369	0.9939333200454712
1374	0.9950666427612305
1379	0.9941333532333374
1384	0.9961333274841309
1389	0.9951333403587341
1394	0.9934666752815247
1399	0.9918000102043152
1404	0.9932000041007996
1409	0.994866669178009
1414	0.9933333396911621
1419	0.994866669178009
1424	0.9938666820526123
1429	0.9954000115394592
1434	0.9944666624069214
1439	0.9943333268165588
1444	0.9949333071708679
1449	0.9952666759490967
1454	0.9934666752815247
1459	0.9929333329200745
1464	0.9916666746139526
1469	0.9924666881561279
1474	0.993066668510437
1479	0.9918666481971741
1484	0.9918666481971741
1489	0.9911999702453613
1494	0.9922000169754028
1499	0.9919999837875366
1504	0.9929333329200745
1509	0.9950000047683716
1514	0.9939333200454712
1519	0.9936000108718872
1524	0.9949333071708679
1529	0.9945999979972839
1534	0.9953333139419556
1539	0.9955999851226807
1544	0.9958000183105469
1549	0.9956666827201843
1554	0.9945999979972839
1559	0.9950000047683716
1564	0.9950666427612305
1569	0.9946666955947876
1574	0.9933333396911621
1579	0.9944000244140625
1584	0.9943333268165588
1589	0.9965333342552185
1594	0.9954666495323181
1599	0.9962000250816345
1604	0.9952666759490967
1609	0.9940000176429749
1614	0.9944666624069214
1619	0.9968000054359436
1624	0.9944666624069214
1629	0.9963333606719971
1634	0.9954000115394592
1639	0.9952666759490967
1644	0.994533360004425
1649	0.9959999918937683
1654	0.9939333200454712
1659	0.9945999979972839
1664	0.992733359336853
1669	0.9939333200454712
1674	0.9955333471298218
1679	0.9958000183105469
1684	0.9962666630744934
1689	0.9965999722480774
1694	0.9974666833877563
1699	0.9972000122070312
1704	0.9944666624069214
1709	0.9919999837875366
1714	0.9946666955947876
1719	0.9949333071708679
1724	0.9962666630744934
1729	0.9955333471298218
1734	0.9972000122070312
1739	0.9975333213806152
1744	0.9980666637420654
1749	0.9973333477973938
1754	0.996999979019165
1759	0.9965999722480774
1764	0.9958000183105469
1769	0.996666669845581
1774	0.995199978351593
1779	0.994533360004425
1784	0.9920666813850403
1789	0.9917333126068115
1794	0.9953333139419556
1799	0.9969333410263062
1804	0.9973333477973938
1809	0.9972000122070312
1814	0.9971333146095276
1819	0.9965999722480774
1824	0.9952666759490967
1829	0.9953333139419556
1834	0.9963333606719971
1839	0.9963333606719971
1844	0.9958000183105469
1849	0.996666669845581
1854	0.9959999918937683
1859	0.9962666630744934
1864	0.9972666501998901
1869	0.9977999925613403
1874	0.9969333410263062
1879	0.9968000054359436
1884	0.9963333606719971
1889	0.9972000122070312
1894	0.9973333477973938
1899	0.9972666501998901
1904	0.997866690158844
1909	0.9973333477973938
1914	0.9974666833877563
1919	0.9958666563034058
1924	0.996666669845581
1929	0.995199978351593
1934	0.9955999851226807
1939	0.9950000047683716
1944	0.9959999918937683
1949	0.994866669178009
1954	0.9953333139419556
1959	0.9962666630744934
1964	0.9976000189781189
1969	0.9962000250816345
1974	0.9973999857902527
